Transcript_Id	Length	Source	evalue	Blast_Symbol	Blast_Description	Target_Species
dd_Smed_v6_9133_0_1	2110	PLDB	7.00E-76	SESN1 PA26 SEST1	sestrin 1	Homo sapiens
dd_Smed_v6_913_0_1	1068	PLDB	8.00E-85	RAC1 Rac-1 TC-25 p21-Rac1	"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"	Homo sapiens
dd_Smed_v6_9168_0_1	4955	PLDB	0	POLA1 NSX POLA p180	"polymerase (DNA) alpha 1, catalytic subunit"	Homo sapiens
dd_Smed_v6_9245_0_1	1074	PLDB	1.00E-23	USP2 UBP41 USP9	ubiquitin specific peptidase 2	Homo sapiens
dd_Smed_v6_9245_0_2	602	PLDB	2.00E-17	USP21 USP16 USP23	ubiquitin specific peptidase 21	Homo sapiens
dd_Smed_v6_9252_0_1	1258	PLDB	2.00E-107	MAPK14 CSBP CSBP1 CSBP2 CSPB1 EXIP Mxi2 PRKM14 PRKM15 RK SAPK2A p38 p38ALPHA	mitogen-activated protein kinase 14	Homo sapiens
dd_Smed_v6_93404_0_1	356	PLDB	2.00E-11	HINFP HiNF-P MIZF ZNF743	histone H4 transcription factor	Homo sapiens
dd_Smed_v6_9360_0_1	4634	PLDB	0	SMC1A CDLS2 DXS423E SB1.8 SMC1 SMC1L1 SMC1alpha SMCB	structural maintenance of chromosomes 1A	Homo sapiens
dd_Smed_v6_9374_0_1	3350	PLDB	1.00E-122	DYRK1A DYRK DYRK1 HP86 MNB MNBH MRD7	dual specificity tyrosine phosphorylation regulated kinase 1A	Homo sapiens
dd_Smed_v6_9378_0_1	3706	PLDB	4.00E-145	SMARCAD1 ADERM ETL1 HEL1	"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1"	Homo sapiens
dd_Smed_v6_9396_0_1	1173	PLDB	9.00E-44	ERCC8 CKN1 CSA UVSS2	excision repair cross-complementation group 8	Homo sapiens
dd_Smed_v6_9424_0_1	1792	PLDB	1.00E-56	TDG hTDG	thymine-DNA glycosylase	Homo sapiens
dd_Smed_v6_94635_0_1	424	PLDB	3.00E-35	NR2E1 TLL TLX XTLL	nuclear receptor subfamily 2 group E member 1	Homo sapiens
dd_Smed_v6_9474_0_1	3514	PLDB	6.00E-13	SMO FZD11 Gx SMOH	"smoothened, frizzled class receptor"	Homo sapiens
dd_Smed_v6_9503_0_1	2303	PLDB	5.00E-51	CHRNA4 BFNC EBN EBN1 NACHR NACHRA4 NACRA4	cholinergic receptor nicotinic alpha 4 subunit	Homo sapiens
dd_Smed_v6_95058_0_1	376	PLDB	2.00E-46	PSMC2 MSS1 Nbla10058 S7	"proteasome 26S subunit, ATPase 2"	Homo sapiens
dd_Smed_v6_95384_0_1	244	PLDB	3.00E-21	PSMD4 AF AF-1 ASF MCB1 Rpn10 S5A pUB-R5	"proteasome 26S subunit, non-ATPase 4"	Homo sapiens
dd_Smed_v6_95406_0_1	238	PLDB	4.00E-27	PSMA5 PSC5 ZETA	"proteasome (prosome, macropain) subunit, alpha type, 5"	Homo sapiens
dd_Smed_v6_9595_0_1	1096	PLDB	5.00E-27	ENDOV	endonuclease V	Homo sapiens
dd_Smed_v6_9619_0_1	947	PLDB	4.00E-51	ERCC1 COFS4 RAD10 UV20	excision repair cross-complementation group 1	Homo sapiens
dd_Smed_v6_9632_0_1	1225	PLDB	0	MAPK1 ERK ERK-2 ERK2 ERT1 MAPK2 P42MAPK PRKM1 PRKM2 p38 p40 p41 p41mapk p42-MAPK	mitogen-activated protein kinase 1	Homo sapiens
dd_Smed_v6_96572_0_1	332	PLDB	1.00E-54	ALB PRO0883 PRO0903 PRO1341	albumin	Homo sapiens
dd_Smed_v6_96742_0_1	389	PLDB	4.00E-67	PSMC2 MSS1 Nbla10058 S7	"proteasome 26S subunit, ATPase 2"	Homo sapiens
dd_Smed_v6_9695_0_1	1205	PLDB	7.00E-143	RFC3 RFC38	replication factor C subunit 3	Homo sapiens
dd_Smed_v6_9782_0_1	1057	PLDB	4.00E-91	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2	Homo sapiens
dd_Smed_v6_9804_0_1	1217	PLDB	1.00E-21	MED4 ARC36 DRIP36 HSPC126 TRAP36 VDRIP	mediator complex subunit 4	Homo sapiens
dd_Smed_v6_9813_0_1	2929	PLDB	0	PSMD1 P112 Rpn2 S1	"proteasome 26S subunit, non-ATPase 1"	Homo sapiens
dd_Smed_v6_9943_0_1	2654	PLDB	9.00E-166	RAD54B RDH54	RAD54 homolog B (S. cerevisiae)	Homo sapiens
dd_Smed_v6_99662_0_1	241	PLDB	2.00E-31	POLR2A POLR2 POLRA RPB1 RPBh1 RPO2 RPOL2 RpIILS hRPB220 hsRPB1	polymerase (RNA) II subunit A	Homo sapiens
dd_Smed_v6_9966_0_3	840	PLDB	1.00E-88	NTHL1 NTH1 OCTS3 hNTH1	nth endonuclease III-like 1 (E. coli)	Homo sapiens
dd_Smed_v6_9967_0_1	10991	PLDB	3.00E-105	USP34	ubiquitin specific peptidase 34	Homo sapiens
dd_Smed_v6_9996_0_1	2397	PLDB	0	ERCC3 BTF2 GTF2H RAD25 TFIIH XPB	excision repair cross-complementation group 3	Homo sapiens
